Date,Day,Month,Year,Hour,TotalTime,Weather,PEA_Type,CauseType,Causedata,AllCus,ComType
12,5,1,2015,15,34,1,1,5,1,1719,3
24,3,1,2018,14,34,6,1,9,1,1491,3
14,7,1,2015,18,34,5,1,9,1,1824,2
1,1,1,2015,15,34,5,2,6,1,2743,3
9,2,1,2018,15,34,2,1,5,1,2914,3
12,5,1,2015,2,34,1,1,2,1,2111,3
2,2,1,2015,6,34,3,1,1,3,10326,3
12,5,1,2015,16,34,1,2,5,1,6051,3
23,2,1,2019,6,34,1,1,2,1,414,3
6,6,1,2019,19,34,1,1,2,1,1,3
6,6,1,2019,19,34,1,1,2,1,5486,3
6,6,1,2019,19,34,1,1,2,1,39,3
6,6,1,2019,19,34,1,1,2,1,3756,3
12,5,1,2016,13,34,1,1,2,5,8870,3
30,2,1,2016,12,34,6,1,2,1,0,3
5,5,1,2016,16,34,5,1,9,1,0,3
11,4,1,2016,17,34,5,2,7,5,0,2
13,6,1,2016,16,34,6,1,9,1,0,3
15,1,1,2016,17,34,6,2,9,1,0,3
7,7,1,2019,20,34,1,1,9,1,0,3
27,6,1,2016,21,34,5,2,7,5,0,3
30,2,1,2016,6,34,1,1,2,1,0,3
30,2,1,2016,6,34,1,1,2,1,0,3
30,2,1,2016,6,34,1,1,2,1,0,3
30,2,1,2016,6,34,1,1,2,1,0,3
21,7,1,2016,5,34,1,2,2,1,0,2
21,7,1,2016,15,34,1,1,2,1,0,3
18,4,1,2016,5,34,1,2,2,1,0,3
1,1,1,2016,14,34,1,1,1,1,0,3
7,7,1,2016,8,34,1,2,5,1,0,2
19,5,1,2017,18,34,6,1,8,3,0,3
24,3,1,2017,18,34,4,2,6,1,0,3
14,7,1,2017,9,34,1,2,2,1,0,2
22,1,1,2017,4,34,1,1,6,1,0,3
31,3,1,2017,10,34,1,2,2,1,0,3
11,4,1,2017,12,34,3,1,5,1,0,3
19,5,1,2013,10,33,1,1,5,1,679,1
27,6,1,2013,19,33,1,1,5,1,1273,1
5,5,1,2013,16,33,5,1,1,4,312,2
2,2,1,2013,20,33,6,2,2,1,5409,3
1,1,1,2013,14,33,1,1,1,4,6898,3
14,7,1,2013,16,33,4,1,7,9,4628,3
11,4,1,2013,16,33,3,1,2,1,713,3
30,2,1,2013,16,33,1,1,1,1,4216,2
16,2,1,2013,4,33,1,1,2,1,57,3
20,6,1,2013,9,33,1,1,2,1,2350,3
29,1,1,2018,13,33,2,1,5,2,1933,2
10,3,1,2018,15,33,6,2,9,1,1373,3
4,4,1,2014,22,33,6,2,9,1,4889,3
11,4,1,2018,14,33,6,1,9,1,3652,3
23,2,1,2018,14,33,5,1,1,1,1635,3
23,2,1,2018,14,33,3,1,7,5,9801,3
13,6,1,2014,10,33,1,2,2,1,8327,3
6,6,1,2018,19,33,6,1,2,1,8870,2
16,2,1,2018,17,33,5,2,1,1,4194,3
2,2,1,2018,18,33,4,1,1,1,3971,3
26,5,1,2014,4,33,1,2,6,3,1768,2
1,1,1,2015,12,33,3,1,1,4,28815,2
19,5,1,2015,18,33,5,1,9,1,1258,2
28,7,1,2015,17,33,6,1,6,3,1269,3
21,7,1,2015,20,33,6,1,9,1,690,2
31,3,1,2015,2,33,1,2,6,3,414,2
17,3,1,2015,5,33,1,1,5,6,231,3
3,3,1,2018,7,33,1,1,5,6,1691,3
17,3,1,2015,6,33,1,1,2,1,39,3
21,7,1,2018,16,33,1,2,2,1,2806,3
26,5,1,2015,9,33,1,1,5,1,10510,3
10,3,1,2016,17,33,1,2,5,2,6040,2
15,1,1,2016,8,33,1,1,2,1,1614,3
2,2,1,2016,9,33,1,1,5,1,8532,3
18,4,1,2019,5,33,6,2,1,3,0,2
16,2,1,2016,1,33,1,1,5,7,0,3
24,3,1,2016,18,33,1,2,2,1,0,3
4,4,1,2016,12,33,1,1,6,2,0,3
12,5,1,2016,16,33,6,2,2,1,0,3
20,6,1,2016,20,33,4,2,1,1,0,3
21,7,1,2016,5,33,1,2,2,1,0,3
3,3,1,2016,19,33,3,2,6,3,0,3
27,6,1,2016,22,33,4,2,2,1,0,2
29,1,1,2016,19,33,6,1,9,3,0,2
28,7,1,2016,15,33,6,1,2,1,0,3
11,4,1,2017,8,33,1,1,5,1,0,2
22,1,1,2019,14,33,5,2,9,1,0,2
7,7,1,2017,6,33,1,1,2,1,0,2
2,2,1,2017,17,33,6,2,2,1,0,3
13,6,1,2017,12,33,1,1,2,3,0,3
4,4,1,2017,12,33,1,1,2,1,0,3
6,6,1,2017,16,33,5,2,9,1,0,2
9,2,1,2017,15,33,1,1,5,2,0,3
13,6,1,2017,12,33,1,1,2,1,0,3
29,1,1,2017,12,33,1,2,2,5,0,3
14,7,1,2017,16,33,4,2,1,4,0,3
10,3,1,2017,12,33,1,2,5,4,0,2
28,7,1,2017,4,33,1,1,2,3,0,3
30,2,1,2017,9,33,3,1,1,1,0,3
9,2,1,2017,18,33,1,1,5,1,0,3
25,4,1,2018,22,32,4,1,2,1,3454,3
24,3,1,2013,2,32,2,1,2,1,817,3
7,7,1,2018,16,32,4,2,2,1,212,2
31,3,1,2013,22,32,5,2,2,3,259,2
9,2,1,2013,17,32,1,1,5,4,7248,2
2,2,1,2018,16,32,6,2,1,1,4129,2
6,6,1,2013,14,32,1,2,6,6,1982,3
4,4,1,2018,8,32,1,2,6,3,13183,3
4,4,1,2018,8,32,1,2,2,1,8536,3
17,3,1,2014,11,32,1,1,8,1,17564,3
28,7,1,2014,12,32,1,1,2,1,2743,3
30,2,1,2014,21,32,4,2,5,1,57,3
7,7,1,2014,17,32,5,2,1,4,7798,3
12,5,1,2014,14,32,1,2,5,1,8294,3
6,6,1,2018,15,32,1,1,5,1,16747,3
6,6,1,2018,18,32,1,1,2,1,8001,3
8,1,1,2018,7,32,1,1,5,6,3246,2
9,2,1,2018,17,32,5,2,1,1,11925,2
23,2,1,2018,19,32,1,1,2,1,1,3
27,6,1,2018,19,32,6,2,1,1,1935,2
3,3,1,2018,16,32,4,2,2,1,654,2
17,3,1,2014,10,32,1,1,6,2,10,3
25,4,1,2015,8,32,1,1,1,4,10882,2
5,5,1,2015,16,32,1,1,1,4,7567,2
1,1,1,2015,11,32,1,1,1,1,969,2
5,5,1,2015,23,32,1,1,2,1,2896,3
17,3,1,2015,19,32,5,2,1,1,5667,3
2,2,1,2015,13,32,1,1,1,4,4609,2
3,3,1,2015,20,32,3,1,1,3,5486,2
26,5,1,2015,11,32,1,2,5,2,896,2
16,2,1,2018,20,32,3,1,1,1,1,2
18,4,1,2015,18,32,6,2,1,4,7014,3
3,3,1,2016,12,32,1,1,5,2,7022,2
31,3,1,2016,18,32,3,2,1,1,0,3
25,4,1,2019,14,32,4,1,2,1,0,3
19,5,1,2016,5,32,5,1,1,3,0,2
6,6,1,2019,13,32,1,2,6,1,0,3
28,7,1,2016,17,32,1,1,5,8,0,3
14,7,1,2016,16,32,6,2,9,1,0,3
12,5,1,2016,16,32,5,2,9,1,0,3
15,1,1,2016,6,32,4,1,5,1,0,2
25,4,1,2016,14,32,6,1,1,2,0,3
3,3,1,2016,13,32,3,1,2,1,0,3
13,6,1,2017,17,32,1,2,2,1,0,3
13,6,1,2017,1,32,1,1,5,7,0,2
26,5,1,2017,16,32,1,1,5,1,0,3
18,4,1,2017,7,32,1,1,5,1,0,3
10,3,1,2017,16,32,1,2,5,2,0,3
12,5,1,2017,10,32,1,2,2,1,0,3
11,4,1,2017,16,32,1,2,2,1,0,3
11,4,1,2017,17,32,3,1,2,1,0,3
15,1,1,2017,11,32,1,2,6,6,0,3
30,2,1,2017,11,32,3,1,2,1,0,3
1,1,1,2018,14,32,1,1,2,1,0,3
31,3,1,2013,17,31,6,2,1,4,576,2
22,1,1,2013,12,31,1,1,2,1,919,3
12,5,1,2013,18,31,1,1,5,1,1371,1
23,2,1,2013,12,31,1,1,1,4,324,2
22,1,1,2013,22,31,1,1,5,1,5383,1
9,2,1,2013,18,31,5,1,1,1,209,3
19,5,1,2013,4,31,2,1,1,1,7,3
26,5,1,2013,10,31,1,1,5,1,7642,1
14,7,1,2013,16,31,3,2,1,1,3491,3
23,2,1,2013,5,31,6,2,2,1,4053,3
27,6,1,2013,18,31,6,2,1,4,8291,2
30,2,1,2018,19,31,3,1,1,1,274,2
15,1,1,2013,12,31,1,1,4,1,496,3
15,1,1,2013,12,31,1,2,1,4,92,2
20,6,1,2013,16,31,5,2,1,1,1348,3
5,5,1,2013,17,31,5,1,1,3,7408,1
6,6,1,2014,16,31,3,2,7,9,8256,2
4,4,1,2018,23,31,5,1,1,4,7442,3
21,7,1,2014,8,31,1,2,5,1,3422,3
12,5,1,2014,15,31,1,1,2,1,2656,3
1,1,1,2018,13,31,6,1,9,1,4329,3
1,1,1,2018,13,31,6,1,9,1,26244,3
11,4,1,2014,20,31,4,1,5,1,1043,3
23,2,1,2014,15,31,1,1,5,2,2135,2
26,5,1,2014,17,31,6,1,1,4,680,3
27,6,1,2018,19,31,6,1,5,1,1190,3
4,4,1,2018,10,31,1,2,5,1,9770,2
7,7,1,2018,14,31,1,1,6,1,3269,2
10,3,1,2018,10,31,1,2,3,4,14551,3
19,5,1,2014,19,31,1,1,2,1,1,3
20,6,1,2014,9,31,1,2,1,1,3690,3
2,2,1,2015,16,31,1,1,5,1,28815,3
14,7,1,2018,3,31,4,1,2,1,3049,3
28,7,1,2015,19,31,6,2,9,1,1258,3
8,1,1,2015,18,31,5,2,9,1,973,3
17,3,1,2015,10,31,1,1,2,1,1930,2
12,5,1,2015,13,31,1,1,5,1,5177,3
12,5,1,2018,15,31,1,1,6,2,13427,2
30,2,1,2015,5,31,1,1,2,1,7328,3
23,2,1,2015,9,31,1,1,5,1,2154,3
5,5,1,2018,13,31,1,1,2,1,13216,3
3,3,1,2015,17,31,1,1,2,1,11847,3
31,3,1,2015,17,31,1,1,5,2,1225,3
10,3,1,2015,8,31,1,1,5,1,1816,1
16,2,1,2015,13,31,1,1,4,1,13183,3
17,3,1,2015,16,31,1,1,1,1,1891,3
7,7,1,2016,11,31,3,1,2,1,2624,3
18,4,1,2016,10,31,1,2,2,1,5427,3
19,5,1,2019,7,31,1,1,2,1,0,3
28,7,1,2016,14,31,3,1,2,1,0,3
21,7,1,2019,15,31,3,1,1,4,0,3
21,7,1,2016,5,31,1,1,2,1,0,3
24,3,1,2016,19,31,4,2,9,1,0,3
5,5,1,2016,15,31,6,2,2,1,0,3
5,5,1,2016,13,31,1,1,5,6,0,3
18,4,1,2019,16,31,3,2,1,1,0,2
19,5,1,2019,13,31,3,1,9,1,0,3
30,2,1,2016,15,31,4,1,2,1,0,3
26,5,1,2016,15,31,4,2,1,1,0,2
3,3,1,2016,10,31,1,2,6,2,0,2
16,2,1,2016,10,31,1,1,5,2,0,3
26,5,1,2016,16,31,1,2,5,2,0,3
26,5,1,2016,18,31,1,2,2,1,0,3
22,1,1,2017,8,31,1,1,2,1,0,3
24,3,1,2017,6,31,1,1,2,1,0,3
17,3,1,2017,12,31,4,2,2,1,0,2
24,3,1,2017,23,31,4,2,2,1,0,3
1,1,1,2017,9,31,1,1,2,1,0,3
2,2,1,2017,16,31,5,2,2,1,0,3
27,6,1,2017,15,31,5,2,9,1,0,3
8,1,1,2017,11,31,1,2,5,2,0,3
30,2,1,2017,12,31,3,1,1,1,0,3
7,7,1,2018,21,30,6,2,9,1,368,3
2,2,1,2013,10,30,1,1,5,1,140,1
2,2,1,2013,11,30,1,1,5,1,485,1
7,7,1,2013,16,30,1,1,7,8,190,1
12,5,1,2013,4,30,1,1,7,8,150,1
15,1,1,2013,20,30,1,1,5,1,320,1
17,3,1,2013,16,30,1,1,5,2,120,1
19,5,1,2013,11,30,1,1,6,2,74,1
21,7,1,2013,10,30,1,1,5,1,290,1
29,1,1,2013,13,30,1,1,5,1,412,1
10,3,1,2013,17,30,1,1,2,1,185,2
13,6,1,2013,20,30,1,1,5,2,220,1
17,3,1,2013,19,30,1,1,5,1,200,1
12,5,1,2013,9,30,1,1,5,1,600,1
3,3,1,2013,17,30,1,1,1,3,369,1
3,3,1,2013,23,30,3,1,1,3,204,1
3,3,1,2013,16,30,1,1,5,2,290,1
16,2,1,2013,18,30,1,2,5,1,58,1
13,6,1,2013,15,30,1,1,5,1,7309,1
13,6,1,2013,16,30,1,1,5,1,6962,1
30,2,1,2013,9,30,1,1,5,1,10267,1
6,6,1,2013,15,30,1,1,5,2,270,1
29,1,1,2013,6,30,2,1,5,2,562,1
25,4,1,2013,22,30,1,1,8,3,79,1
26,5,1,2013,10,30,1,1,5,1,778,1
11,4,1,2013,23,30,1,1,5,7,600,1
13,6,1,2013,12,30,1,1,6,2,147,1
18,4,1,2013,7,30,1,1,5,2,1717,1
20,6,1,2013,7,30,1,1,5,1,1824,1
19,5,1,2013,16,30,1,1,5,2,6107,1
27,6,1,2013,8,30,1,1,1,3,1808,1
3,3,1,2013,12,30,1,1,5,1,68,1
13,6,1,2013,13,30,1,1,5,1,721,1
17,3,1,2013,6,30,1,1,5,1,625,1
15,1,1,2013,9,30,1,1,5,1,562,1
16,2,1,2013,6,30,1,2,5,2,24,1
16,2,1,2013,22,30,4,1,7,8,300,1
20,6,1,2013,9,30,1,1,5,1,253,1
21,7,1,2013,19,30,1,2,5,1,5920,1
23,2,1,2013,10,30,1,2,5,1,2350,1
24,3,1,2013,11,30,1,2,5,1,321,1
26,5,1,2013,7,30,1,2,5,1,212,1
25,4,1,2013,18,30,1,2,5,2,1699,1
11,4,1,2013,14,30,1,2,5,1,200,1
15,1,1,2013,16,30,1,2,1,3,6983,1
21,7,1,2013,7,30,1,2,5,1,3755,1
2,2,1,2013,16,30,1,2,5,1,126,1
24,3,1,2013,17,30,1,2,5,2,250,1
26,5,1,2017,22,30,6,1,2,1,368,3
8,1,1,2013,7,30,1,1,5,1,6,1
9,2,1,2013,9,30,1,1,5,1,540,1
10,3,1,2013,2,30,1,1,5,6,7664,1
18,4,1,2013,18,30,1,1,5,1,1793,1
19,5,1,2013,4,30,3,1,1,5,2743,3
20,6,1,2013,9,30,1,1,5,1,1238,1
23,2,1,2013,15,30,1,1,5,1,15564,1
1,1,1,2013,17,30,3,1,5,1,2072,1
24,3,1,2013,15,30,1,1,2,1,6696,1
25,4,1,2013,14,30,1,1,2,1,11494,1
13,6,1,2013,12,30,1,1,5,1,11112,1
13,6,1,2013,22,30,1,1,5,1,7380,1
14,7,1,2013,17,30,1,1,5,1,9545,1
16,2,1,2013,9,30,1,1,5,1,2986,1
16,2,1,2013,18,30,5,1,1,1,11494,1
18,4,1,2013,7,30,1,1,5,1,5473,1
27,6,1,2013,6,30,1,2,5,1,7083,1
28,7,1,2013,20,30,1,1,5,1,1075,1
29,1,1,2013,7,30,1,1,5,1,3567,1
4,4,1,2013,17,30,1,1,1,1,1718,3
9,2,1,2013,11,30,5,2,1,4,6162,3
12,5,1,2013,17,30,4,1,1,4,430,2
21,7,1,2013,19,30,2,1,2,1,61,3
4,4,1,2018,8,30,1,1,2,1,2171,3
6,6,1,2018,19,30,1,1,5,2,6392,2
9,2,1,2013,10,30,1,2,1,4,2871,2
17,3,1,2018,9,30,6,1,1,1,5410,2
18,4,1,2013,5,30,1,2,6,1,4869,3
18,4,1,2013,5,30,1,2,6,1,3975,3
19,5,1,2013,8,30,2,1,5,1,1889,3
3,3,1,2013,16,30,4,1,5,2,1840,1
11,4,1,2013,6,30,1,1,5,7,5602,1
16,2,1,2013,9,30,1,2,5,1,2916,1
19,5,1,2018,22,30,1,2,6,3,17373,2
30,2,1,2013,20,30,1,1,5,6,2170,1
20,6,1,2013,6,30,4,1,2,1,2895,1
12,5,1,2013,6,30,4,1,2,1,1,1
10,3,1,2013,22,30,2,1,5,2,1768,1
7,7,1,2013,17,30,6,1,8,3,10764,1
9,2,1,2013,5,30,1,1,5,1,2222,1
12,5,1,2013,7,30,4,1,1,3,1951,1
12,5,1,2013,19,30,6,1,8,3,9148,1
12,5,1,2013,17,30,6,1,8,3,9148,1
13,6,1,2013,14,30,3,1,1,3,2467,1
19,5,1,2013,17,30,6,1,8,3,11505,1
20,6,1,2013,10,30,3,1,1,4,9148,1
30,2,1,2018,16,30,6,2,9,1,7655,3
5,5,1,2013,18,30,5,1,1,4,11951,1
6,6,1,2013,10,30,6,1,2,1,6368,1
9,2,1,2013,19,30,6,1,8,3,7879,1
6,6,1,2013,6,30,1,2,5,1,3803,1
14,7,1,2014,16,30,1,2,2,1,4194,3
26,5,1,2014,13,30,1,1,4,1,6341,2
5,5,1,2014,8,30,1,1,5,1,3227,2
4,4,1,2014,14,30,6,1,2,1,11925,3
7,7,1,2014,16,30,1,2,5,1,1635,3
20,6,1,2014,8,30,1,1,5,1,6341,3
25,4,1,2018,14,30,5,1,2,1,4869,3
28,7,1,2014,17,30,6,1,9,1,690,2
29,1,1,2014,23,30,2,2,2,1,5003,3
8,1,1,2018,10,30,6,2,1,1,325,2
29,1,1,2014,17,30,1,2,5,1,14551,3
28,7,1,2018,5,30,1,1,1,4,2604,2
7,7,1,2015,11,30,1,1,6,1,150,3
27,6,1,2018,6,30,1,1,5,6,13890,2
29,1,1,2014,13,30,1,2,2,1,4798,3
8,1,1,2015,4,30,6,1,2,1,9295,3
17,3,1,2015,11,30,1,1,5,1,4129,1
29,1,1,2015,0,30,5,1,9,7,11248,1
13,6,1,2015,23,30,1,1,2,1,5911,2
19,5,1,2015,20,30,5,2,2,1,2111,2
31,3,1,2015,20,30,6,2,9,1,4194,3
19,5,1,2018,21,30,5,2,1,1,9774,3
2,2,1,2015,15,30,1,1,5,1,7083,1
11,4,1,2015,19,30,6,1,5,2,4062,1
21,7,1,2015,14,30,1,1,5,1,3698,1
20,6,1,2015,3,30,1,2,12,1,3652,1
16,2,1,2015,18,30,1,1,5,2,8781,2
30,2,1,2015,14,30,4,1,2,1,1258,3
7,7,1,2015,9,30,1,1,5,2,11847,3
11,4,1,2018,17,30,1,1,5,6,14190,3
28,7,1,2015,12,30,1,2,2,1,3124,3
16,2,1,2015,18,30,2,1,1,1,2175,3
1,1,1,2015,22,30,6,1,8,3,534,1
2,2,1,2015,18,30,1,1,5,1,4229,1
4,4,1,2015,13,30,1,1,5,1,5775,1
5,5,1,2015,18,30,6,1,8,3,1889,1
5,5,1,2015,18,30,6,1,8,3,2090,1
6,6,1,2015,21,30,6,1,8,3,2997,1
6,6,1,2015,10,30,1,1,5,2,6259,1
7,7,1,2015,8,30,1,1,5,1,7337,1
11,4,1,2015,7,30,1,1,5,1,2524,1
11,4,1,2015,12,30,1,1,5,1,1889,1
12,5,1,2015,17,30,6,1,8,3,0,1
13,6,1,2015,11,30,1,1,5,1,6259,1
27,6,1,2015,17,30,1,1,5,1,1305,1
16,2,1,2015,18,30,1,1,5,2,4229,1
20,6,1,2015,10,30,1,1,5,1,3853,1
20,6,1,2015,11,30,1,1,5,1,1331,1
23,2,1,2015,12,30,1,2,2,1,8966,3
16,2,1,2016,6,30,2,1,2,1,5854,3
4,4,1,2016,13,30,1,2,5,1,2806,3
10,3,1,2016,2,30,1,1,5,1,0,3
22,1,1,2016,16,30,1,2,1,1,0,2
13,6,1,2019,14,30,1,1,7,5,0,3
26,5,1,2019,18,30,6,2,2,3,0,3
9,2,1,2016,16,30,5,2,2,1,0,3
17,3,1,2016,22,30,4,2,2,1,0,3
23,2,1,2016,21,30,6,2,8,3,0,3
26,5,1,2016,19,30,4,2,2,1,0,3
22,1,1,2019,17,30,3,2,2,1,0,3
18,4,1,2017,22,30,1,1,2,1,0,2
16,2,1,2017,17,30,1,2,3,4,0,2
4,4,1,2017,13,30,1,1,5,1,0,1
10,3,1,2017,14,30,4,1,1,3,0,1
17,3,1,2017,10,30,1,1,5,1,0,1
23,2,1,2017,7,30,3,1,1,1,0,1
23,2,1,2017,9,30,1,1,5,1,0,1
2,2,1,2017,13,30,1,1,5,1,0,1
16,2,1,2017,7,30,1,1,5,1,0,1
24,3,1,2017,17,30,3,1,1,1,0,1
26,5,1,2017,9,30,1,1,5,2,0,1
1,1,1,2017,21,30,4,2,2,1,0,2
6,6,1,2017,16,30,5,1,9,1,0,3
14,7,1,2017,19,30,4,2,5,2,0,2
1,1,1,2017,17,30,5,1,9,1,0,3
23,2,1,2017,13,30,1,2,2,1,0,3
25,4,1,2017,3,30,1,1,5,2,0,3
8,1,1,2017,19,30,4,1,5,1,0,3
7,7,1,2017,12,30,1,1,5,1,0,3
8,1,1,2017,9,30,1,2,5,1,0,3
30,2,1,2017,10,30,1,1,5,1,0,3
9,2,1,2017,13,30,1,1,4,2,0,3
18,4,1,2017,7,30,3,1,9,1,0,3
20,6,1,2017,9,30,3,2,2,1,0,3
22,1,1,2018,16,29,6,2,2,1,33346,3
6,6,1,2013,12,29,1,1,5,1,40,1
25,4,1,2013,14,29,1,2,5,6,357,3
22,1,1,2017,12,29,1,1,5,1,3514,3
16,2,1,2013,16,29,4,1,12,1,8440,3
17,3,1,2018,7,29,1,1,5,4,2072,3
28,7,1,2013,5,29,2,2,5,4,687,3
5,5,1,2013,6,29,5,2,1,4,2524,2
31,3,1,2013,16,29,6,2,2,1,1225,2
17,3,1,2018,15,29,2,1,5,6,7,3
1,1,1,2014,1,29,1,1,6,1,1258,3
6,6,1,2013,19,29,1,1,5,1,864,1
22,1,1,2014,7,29,1,1,5,1,11525,3
22,1,1,2014,9,29,5,2,5,2,9908,3
2,2,1,2014,15,29,5,2,2,1,4869,3
12,5,1,2014,15,29,6,1,2,1,2175,3
21,7,1,2018,16,29,3,1,1,1,9628,3
5,5,1,2018,12,29,1,1,5,1,1258,3
7,7,1,2018,13,29,6,2,9,1,2656,3
7,7,1,2014,23,29,1,1,5,1,1258,3
25,4,1,2018,21,29,4,2,1,1,3501,2
4,4,1,2018,17,29,1,1,5,2,141,3
22,1,1,2014,13,29,1,2,5,2,996,3
3,3,1,2014,15,29,1,1,1,3,2380,2
2,2,1,2018,17,29,4,2,2,1,1,3
2,2,1,2014,15,29,4,1,2,1,95,2
11,4,1,2015,16,29,1,1,5,1,8008,3
6,6,1,2014,0,29,1,1,2,1,3744,3
11,4,1,2014,18,29,5,1,1,1,1075,2
3,3,1,2014,14,29,4,1,2,1,17517,2
3,3,1,2018,16,29,3,2,2,1,20779,2
28,7,1,2014,19,29,1,2,5,1,9908,3
21,7,1,2015,8,29,1,1,5,6,2182,3
22,1,1,2015,14,29,3,1,5,1,7328,3
26,5,1,2015,17,29,1,1,2,1,3955,2
28,7,1,2015,11,29,1,1,5,1,6453,3
11,4,1,2015,21,29,4,1,9,1,552,2
10,3,1,2018,16,29,5,1,2,1,7337,3
28,7,1,2015,11,29,1,1,6,2,1793,3
12,5,1,2015,20,29,1,1,2,1,726,3
7,7,1,2015,17,29,6,2,8,3,10510,2
17,3,1,2015,13,29,1,2,1,1,4194,3
20,6,1,2018,16,29,1,1,2,1,7,3
27,6,1,2018,5,29,1,2,5,5,1,3
11,4,1,2018,11,29,1,1,2,1,22911,2
13,6,1,2015,22,29,1,1,5,1,1500,3
16,2,1,2019,20,29,1,2,6,1,3333,3
26,5,1,2015,18,29,3,1,1,1,7442,3
11,4,1,2015,6,29,1,1,8,5,15,2
15,1,1,2015,18,29,1,2,5,2,3979,3
25,4,1,2015,4,29,1,2,2,1,12000,3
28,7,1,2016,18,29,3,2,9,1,0,2
11,4,1,2016,18,29,6,1,9,1,0,3
27,6,1,2019,6,29,1,2,5,1,0,3
27,6,1,2019,16,29,6,2,9,1,0,3
11,4,1,2016,17,29,4,1,2,1,0,2
15,1,1,2016,14,29,1,1,5,1,0,3
11,4,1,2019,9,29,1,2,5,2,0,3
26,5,1,2016,13,29,4,1,1,1,0,2
20,6,1,2016,13,29,1,2,5,1,0,3
3,3,1,2017,19,29,1,1,2,1,0,3
9,2,1,2017,16,29,1,2,2,1,0,3
7,7,1,2017,16,29,1,1,6,3,0,2
16,2,1,2017,17,29,6,1,9,1,0,3
29,1,1,2017,15,29,1,2,1,1,0,3
25,4,1,2017,9,29,1,1,5,1,0,3
4,4,1,2017,22,29,1,2,2,1,0,3
8,1,1,2017,11,29,1,2,5,1,0,3
12,5,1,2017,9,29,1,2,5,2,0,3
25,4,1,2017,2,29,1,2,1,1,0,2
25,4,1,2017,4,29,1,1,2,1,0,3
6,6,1,2017,9,29,1,2,1,4,0,3
27,6,1,2017,20,29,1,1,2,1,0,3
26,5,1,2017,18,29,4,1,2,5,0,3
10,3,1,2017,22,29,4,1,8,8,0,3
24,3,1,2017,20,29,5,2,1,4,0,3
21,7,1,2017,16,29,5,1,1,1,0,2
15,1,1,2017,20,29,5,1,9,1,0,3
22,1,1,2017,18,29,1,2,2,1,0,3
8,1,1,2017,16,29,6,1,9,1,0,3
4,4,1,2017,10,29,1,2,5,1,0,3
3,3,1,2017,8,29,1,2,4,1,0,3
18,4,1,2017,6,29,3,1,1,1,0,3
24,3,1,2017,3,29,1,2,7,7,0,3
9,2,1,2018,20,29,1,2,6,1,0,3
15,1,1,2013,7,28,1,1,5,1,4783,1
18,4,1,2013,21,28,6,1,8,3,5762,1
22,1,1,2013,12,28,1,1,2,1,6727,3
24,3,1,2013,10,28,1,1,2,1,1183,3
29,1,1,2013,20,28,1,2,2,1,17517,3
14,7,1,2013,18,28,1,1,5,1,189,3
13,6,1,2018,16,28,3,2,9,1,3427,2
14,7,1,2018,9,28,1,2,2,1,2055,3
11,4,1,2013,17,28,6,1,1,1,2110,2
22,1,1,2013,18,28,3,1,2,1,3501,3
14,7,1,2013,16,28,5,1,2,1,37,3
26,5,1,2013,11,28,1,1,1,4,829,3
7,7,1,2018,5,28,4,1,2,1,5977,3
18,4,1,2018,7,28,3,2,1,1,6962,2
18,4,1,2014,10,28,1,1,6,3,2653,2
24,3,1,2014,15,28,1,1,6,6,4889,2
3,3,1,2018,14,28,6,1,1,1,4919,3
9,2,1,2018,7,28,1,1,5,2,10438,2
10,3,1,2018,19,28,6,2,9,1,3501,2
5,5,1,2014,23,28,6,2,9,1,1900,3
8,1,1,2014,6,28,1,2,2,1,6380,3
12,5,1,2014,8,28,1,2,5,1,2743,3
17,3,1,2018,16,28,1,1,1,1,2154,2
18,4,1,2018,15,28,6,1,9,1,1032,3
20,6,1,2018,10,28,1,1,2,1,4815,3
22,1,1,2018,23,28,1,2,5,2,1438,2
28,7,1,2014,15,28,5,2,9,1,1075,3
23,2,1,2018,16,28,3,2,2,1,1635,3
1,1,1,2014,20,28,6,1,9,1,4492,3
13,6,1,2014,15,28,4,2,1,1,11951,3
17,3,1,2014,12,28,1,2,5,2,338,2
30,2,1,2018,21,28,3,1,2,1,17478,3
5,5,1,2015,22,28,6,1,9,1,382,3
15,1,1,2014,11,28,1,1,5,2,1826,2
17,3,1,2014,12,28,1,2,2,1,10396,3
21,7,1,2018,10,28,1,1,5,1,6380,3
22,1,1,2018,11,28,1,1,1,1,241,3
10,3,1,2018,17,28,3,2,1,1,4956,3
29,1,1,2018,18,28,4,1,2,1,4062,3
14,7,1,2015,20,28,4,1,1,3,931,2
30,2,1,2015,6,28,1,1,2,1,8870,3
2,2,1,2015,9,28,1,1,4,5,2827,3
5,5,1,2015,15,28,1,1,2,1,1938,3
12,5,1,2018,8,28,1,1,5,2,8532,3
21,7,1,2015,21,28,5,2,7,7,3454,2
22,1,1,2015,15,28,5,2,1,4,1258,2
12,5,1,2015,17,28,1,2,3,3,6378,3
2,2,1,2015,10,28,1,2,3,2,1793,3
24,3,1,2015,15,28,1,2,5,6,10854,2
11,4,1,2016,6,28,1,1,5,6,14895,3
31,3,1,2016,2,28,1,1,6,1,5854,3
25,4,1,2016,7,28,1,2,11,2,2914,3
25,4,1,2016,7,28,1,2,11,2,7,3
25,4,1,2016,15,28,1,1,2,1,9908,3
3,3,1,2016,15,28,1,1,4,5,14895,2
