Date,Day,Month,Year,Hour,TotalTime,Weather,PEA_Type,CauseType,Causedata,AllCus,ComType
7,7,1,2016,16,59,1,2,1,2,0,3
18,4,1,2017,11,59,1,2,2,1,0,3
1,1,1,2017,9,59,1,1,6,3,0,2
6,6,1,2017,15,59,1,2,1,1,0,3
16,2,1,2017,19,59,4,2,1,4,0,2
1,1,1,2017,19,59,5,1,9,1,0,2
14,7,1,2017,21,59,5,2,5,2,0,2
16,2,1,2017,9,59,1,1,5,1,0,2
15,1,1,2017,21,59,5,1,9,1,0,2
7,7,1,2018,11,59,4,1,1,1,0,2
6,6,1,2018,12,58,1,1,1,4,465,2
1,1,1,2013,23,58,1,2,5,7,11898,3
30,2,1,2018,11,58,1,2,1,3,45,2
5,5,1,2013,5,58,1,2,1,1,6706,2
26,5,1,2018,16,58,6,2,2,1,552,3
29,1,1,2014,15,58,3,1,2,1,8942,3
1,1,1,2018,13,58,6,1,9,1,4053,3
30,2,1,2018,21,58,6,1,1,4,9539,2
23,2,1,2014,17,58,4,1,2,1,1,3
25,4,1,2014,17,58,6,2,9,1,9629,3
30,2,1,2014,12,58,1,2,2,1,1837,2
2,2,1,2018,9,58,1,1,1,4,150,2
8,1,1,2015,0,58,5,1,2,1,615,3
24,3,1,2015,0,58,4,2,6,1,989,2
12,5,1,2016,16,58,5,2,9,1,0,3
12,5,1,2016,15,58,3,2,1,1,0,3
27,6,1,2019,14,58,6,2,9,1,0,2
25,4,1,2017,17,58,6,2,1,1,0,2
22,1,1,2019,21,58,6,2,7,1,0,3
30,2,1,2017,19,58,6,1,2,1,0,3
28,7,1,2017,17,58,6,1,9,1,0,2
2,2,1,2017,20,58,6,1,9,1,0,3
3,3,1,2017,19,58,6,2,9,1,0,3
4,4,1,2017,18,58,5,2,5,2,0,3
30,2,1,2017,10,58,3,2,5,2,0,3
15,1,1,2017,20,58,4,2,7,8,0,2
2,2,1,2018,19,57,6,1,8,3,1842,3
11,4,1,2013,5,57,3,1,5,7,5964,1
13,6,1,2014,1,57,1,2,2,1,3454,2
1,1,1,2018,13,57,6,2,9,1,1710,3
8,1,1,2014,18,57,5,1,1,1,1070,2
21,7,1,2014,4,57,1,1,2,1,6715,3
13,6,1,2015,13,57,6,1,1,1,4051,3
13,6,1,2015,13,57,6,1,1,1,1889,3
15,1,1,2015,19,57,1,1,2,1,2743,3
21,7,1,2015,17,57,1,1,5,6,6085,3
19,5,1,2015,16,57,1,1,2,1,7543,2
26,5,1,2016,15,57,1,2,1,3,989,3
30,2,1,2016,12,57,6,1,9,1,0,2
24,3,1,2016,18,57,3,2,2,1,0,3
11,4,1,2016,19,57,4,1,5,3,0,2
29,1,1,2016,2,57,5,2,9,1,0,3
13,6,1,2017,13,57,1,1,2,1,0,3
17,3,1,2017,18,57,1,2,5,2,0,2
20,6,1,2017,10,57,1,1,5,2,0,3
23,2,1,2017,18,57,5,2,9,1,0,3
15,1,1,2017,22,57,4,1,2,1,0,3
24,3,1,2017,16,57,6,2,1,4,0,2
15,1,1,2017,21,57,1,2,2,1,0,3
19,5,1,2017,11,57,1,1,5,2,0,2
23,2,1,2017,12,57,5,2,1,1,0,2
20,6,1,2018,23,56,6,1,2,1,19902,2
11,4,1,2013,10,56,1,1,5,1,290,3
26,5,1,2013,20,56,3,2,7,8,3658,2
31,3,1,2018,20,56,6,1,9,1,108,2
11,4,1,2013,4,56,3,1,5,6,5964,1
21,7,1,2014,18,56,1,1,4,1,16392,3
12,5,1,2018,17,56,6,2,9,1,1334,3
13,6,1,2018,14,56,6,2,9,1,594,3
26,5,1,2018,19,56,5,1,1,1,14128,2
23,2,1,2014,20,56,6,2,7,1,9628,2
6,6,1,2014,15,56,4,1,9,1,1938,2
14,7,1,2018,7,56,1,2,5,6,13605,3
20,6,1,2018,21,56,6,1,1,1,2182,2
29,1,1,2015,20,56,6,1,9,1,6417,2
25,4,1,2015,20,56,1,2,2,1,17527,3
24,3,1,2016,14,56,3,1,2,1,3509,3
28,7,1,2016,16,56,1,1,9,1,0,3
12,5,1,2016,16,56,5,1,2,1,0,3
24,3,1,2016,20,56,1,2,2,1,0,3
17,3,1,2017,0,56,4,1,2,1,0,2
3,3,1,2017,10,56,1,2,2,1,0,3
9,2,1,2013,11,55,1,1,6,3,7542,2
7,7,1,2018,14,55,6,1,1,1,200,3
1,1,1,2013,11,55,1,1,4,1,357,1
24,3,1,2013,17,55,1,1,5,2,947,1
15,1,1,2013,10,55,1,1,2,1,411,3
2,2,1,2013,8,55,1,2,5,1,279,1
8,1,1,2013,6,55,1,1,2,3,4582,3
10,3,1,2018,18,55,3,1,1,1,3755,3
15,1,1,2018,19,55,1,2,2,1,868,3
10,3,1,2013,19,55,5,1,1,1,2201,1
11,4,1,2013,16,55,5,1,1,1,664,1
1,1,1,2018,16,55,6,2,9,1,7963,3
4,4,1,2014,15,55,5,2,9,1,9539,2
14,7,1,2018,14,55,6,1,9,1,5972,3
15,1,1,2018,15,55,1,2,2,1,7935,3
27,6,1,2014,17,55,5,1,1,1,1793,3
9,2,1,2018,11,55,1,2,2,1,1305,3
11,4,1,2018,19,55,1,2,2,1,615,3
30,2,1,2014,11,55,5,2,2,1,2997,3
14,7,1,2015,11,55,1,1,2,1,8589,3
28,7,1,2015,15,55,1,2,5,2,3049,2
25,4,1,2015,12,55,1,1,1,1,4362,2
5,5,1,2018,12,55,3,1,1,4,5840,2
17,3,1,2015,20,55,6,1,8,3,2743,1
18,4,1,2015,6,55,5,1,1,4,5179,1
18,4,1,2015,19,55,6,1,8,3,6085,1
16,2,1,2015,16,55,1,1,2,1,1328,3
20,6,1,2015,13,55,1,1,1,1,2049,2
28,7,1,2016,6,55,4,2,7,7,0,2
29,1,1,2016,12,55,1,2,2,1,0,2
4,4,1,2016,13,55,1,1,5,2,0,2
23,2,1,2016,3,55,4,2,1,4,0,3
26,5,1,2016,0,55,1,1,1,1,0,2
25,4,1,2019,16,55,3,2,1,4,0,2
20,6,1,2017,1,55,4,1,8,3,0,3
28,7,1,2017,14,55,4,1,2,1,0,3
5,5,1,2017,1,55,5,2,1,1,0,2
15,1,1,2017,21,55,2,1,5,1,0,2
4,4,1,2017,12,55,1,2,8,4,0,2
4,4,1,2017,9,55,1,2,5,2,0,2
23,2,1,2013,6,54,1,1,5,6,1889,2
5,5,1,2013,7,54,1,1,5,1,5747,1
27,6,1,2018,19,54,6,2,2,1,124960,3
30,2,1,2018,16,54,4,1,9,1,8214,2
6,6,1,2018,22,54,5,1,2,1,7442,3
17,3,1,2014,18,54,5,2,2,1,6386,2
11,4,1,2018,23,54,3,2,1,4,0,2
30,2,1,2018,17,54,5,1,2,1,8713,3
17,3,1,2014,5,54,3,1,1,4,12080,2
17,3,1,2015,15,54,1,2,5,1,13218,2
23,2,1,2015,18,54,1,1,1,1,14324,3
18,4,1,2018,15,54,5,2,1,4,12013,3
21,7,1,2018,9,54,1,1,2,1,4218,2
27,6,1,2015,18,54,1,2,2,1,434,2
25,4,1,2016,6,54,1,1,5,1,0,3
5,5,1,2016,11,54,3,1,2,1,0,2
26,5,1,2016,20,54,4,2,2,4,0,3
16,2,1,2016,19,54,6,1,1,1,0,2
23,2,1,2017,20,54,6,1,2,1,0,3
29,1,1,2017,3,54,4,2,1,1,0,3
3,3,1,2017,17,54,5,1,9,1,0,2
27,6,1,2017,1,54,4,1,5,2,0,2
13,6,1,2018,23,54,2,2,2,1,0,3
27,6,1,2013,17,53,1,1,1,3,51,1
3,3,1,2013,9,53,1,1,2,5,7442,3
12,5,1,2013,17,53,3,2,1,4,18,3
20,6,1,2013,17,53,5,1,2,1,100,3
29,1,1,2013,16,53,6,1,8,3,1873,3
7,7,1,2018,3,53,3,1,2,1,4062,3
23,2,1,2018,13,53,1,1,5,2,11925,2
2,2,1,2018,23,53,6,1,2,1,1699,3
6,6,1,2014,19,53,4,1,9,1,7408,3
23,2,1,2018,14,53,3,1,2,1,7009,3
1,1,1,2018,13,53,6,1,9,1,14628,3
1,1,1,2018,13,53,6,1,9,1,1,3
1,1,1,2018,13,53,6,1,9,1,2124,3
10,3,1,2014,13,53,1,2,1,3,14551,2
12,5,1,2014,15,53,1,2,2,1,2557,2
18,4,1,2014,19,53,5,2,1,1,3545,2
17,3,1,2018,6,53,1,1,1,3,338,3
16,2,1,2018,17,53,1,1,1,1,4862,2
8,1,1,2016,14,53,1,1,2,3,0,2
26,5,1,2016,16,53,1,1,2,1,0,2
23,2,1,2016,21,53,6,2,8,3,0,3
24,3,1,2016,14,53,4,1,9,3,0,2
16,2,1,2016,19,53,6,1,9,1,0,3
14,7,1,2019,5,53,3,1,9,1,0,3
10,3,1,2017,20,53,5,1,1,1,0,2
15,1,1,2017,16,53,5,2,2,1,0,3
23,2,1,2017,8,53,1,1,1,1,0,2
26,5,1,2017,11,53,4,1,6,1,0,3
4,4,1,2017,14,53,3,2,1,4,0,2
14,7,1,2017,3,53,4,1,2,5,0,3
22,1,1,2018,19,52,4,1,2,1,2459,2
4,4,1,2013,12,52,5,2,1,4,7015,2
30,2,1,2018,19,52,3,2,1,4,37,2
1,1,1,2013,15,52,1,1,2,1,1840,1
6,6,1,2013,18,52,1,1,1,1,6259,1
26,5,1,2014,13,52,1,2,4,1,3168,3
24,3,1,2014,17,52,6,1,9,1,3740,2
13,6,1,2014,11,52,1,1,2,1,3672,3
19,5,1,2018,15,52,3,1,2,1,100,3
24,3,1,2018,22,52,4,2,1,1,1938,2
14,7,1,2015,13,52,3,2,7,9,5967,3
8,1,1,2015,5,52,5,1,1,5,8148,2
11,4,1,2018,1,52,1,1,2,1,1793,2
3,3,1,2015,21,52,6,2,8,3,6040,3
29,1,1,2016,13,52,1,1,1,1,1,2
19,5,1,2016,15,52,1,2,2,1,0,2
21,7,1,2016,16,52,5,2,7,5,0,3
4,4,1,2016,14,52,1,2,2,1,0,2
19,5,1,2016,17,52,1,2,2,1,0,3
4,4,1,2016,9,52,1,1,6,3,0,3
6,6,1,2017,9,52,1,1,7,9,0,2
10,3,1,2017,14,52,6,2,1,1,0,3
28,7,1,2017,14,52,6,1,9,1,0,3
8,1,1,2017,19,52,6,1,2,1,0,2
26,5,1,2017,16,52,2,1,1,4,0,2
12,5,1,2017,9,52,1,1,5,2,0,3
7,7,1,2018,17,51,6,1,9,1,411,3
20,6,1,2013,6,51,1,1,1,1,7597,1
29,1,1,2013,12,51,1,2,2,1,1267,3
5,5,1,2013,2,51,5,1,1,1,3698,2
13,6,1,2014,10,51,3,1,2,1,2882,3
10,3,1,2018,17,51,6,2,9,1,26686,2
15,1,1,2018,14,51,6,2,9,1,7381,3
12,5,1,2014,17,51,5,1,9,1,1526,3
2,2,1,2014,17,51,1,2,1,4,2055,2
1,1,1,2018,13,51,6,2,9,1,3744,3
1,1,1,2018,13,51,6,2,9,1,6572,3
8,1,1,2014,15,51,1,2,6,1,7580,2
14,7,1,2014,15,51,1,2,2,1,338,3
30,2,1,2014,14,51,1,2,6,3,3126,2
11,4,1,2018,14,51,3,2,1,4,896,3
13,6,1,2018,13,51,1,2,5,2,4209,3
16,2,1,2018,8,51,1,1,1,2,7642,2
24,3,1,2014,10,51,1,2,5,1,2896,3
15,1,1,2018,20,51,4,1,9,1,8001,3
17,3,1,2015,10,51,3,1,5,1,11159,2
18,4,1,2015,17,51,1,1,2,1,9841,2
27,6,1,2015,13,51,1,1,5,1,180,1
27,6,1,2015,15,51,1,1,5,1,13183,1
16,2,1,2015,14,51,1,1,5,6,2524,3
29,1,1,2019,13,51,1,2,2,3,2175,2
2,2,1,2016,3,51,1,1,2,1,7337,3
9,2,1,2016,9,51,1,2,2,1,1840,2
12,5,1,2016,16,51,6,1,9,1,0,2
21,7,1,2016,9,51,4,1,2,1,0,2
9,2,1,2019,18,51,5,1,9,1,0,2
12,5,1,2017,20,51,2,1,1,1,0,2
29,1,1,2017,13,51,1,1,1,2,0,2
4,4,1,2017,9,51,2,1,6,1,0,3
10,3,1,2013,10,50,1,1,5,2,150,1
19,5,1,2013,6,50,1,2,5,1,0,1
26,5,1,2013,1,50,6,1,8,3,463,1
18,4,1,2013,20,50,6,1,8,3,4059,1
23,2,1,2013,9,50,1,1,5,2,973,1
9,2,1,2013,4,50,1,1,5,2,2350,1
13,6,1,2013,18,50,3,1,1,4,58,1
16,2,1,2013,14,50,1,1,5,1,188,1
26,5,1,2017,19,50,6,1,1,4,687,2
18,4,1,2013,17,50,6,2,1,1,1,2
7,7,1,2018,0,50,5,1,2,3,2624,3
6,6,1,2013,22,50,1,1,2,1,5602,1
1,1,1,2013,20,50,6,1,8,3,7963,1
29,1,1,2014,12,50,1,2,1,4,3079,2
23,2,1,2018,14,50,5,1,1,1,11159,2
6,6,1,2014,18,50,6,2,9,1,8468,3
11,4,1,2014,5,50,3,2,1,4,1930,2
11,4,1,2014,18,50,5,1,2,1,4159,2
15,1,1,2018,5,50,5,1,2,1,17478,3
18,4,1,2018,15,50,4,1,1,1,2524,2
23,2,1,2015,9,50,1,1,5,1,8532,3
13,6,1,2015,19,50,6,1,1,4,632,2
13,6,1,2015,10,50,1,1,5,6,22417,3
2,2,1,2015,5,50,1,1,2,1,720,3
6,6,1,2015,20,50,1,1,5,2,2895,2
20,6,1,2015,14,50,1,2,5,2,6051,2
5,5,1,2015,5,50,1,1,5,1,5486,1
6,6,1,2015,8,50,1,1,5,1,5985,1
6,6,1,2015,17,50,6,1,8,3,1134,1
24,3,1,2015,10,50,1,1,5,2,13183,1
19,5,1,2015,18,50,1,1,5,1,0,1
21,7,1,2015,16,50,1,1,6,3,7337,1
26,5,1,2015,14,50,1,1,2,1,1914,2
26,5,1,2019,8,50,3,2,2,3,5205,3
27,6,1,2016,17,50,6,1,1,4,0,2
11,4,1,2016,17,50,6,2,2,1,0,3
1,1,1,2019,8,50,1,1,5,2,0,2
31,3,1,2016,17,50,4,2,1,3,0,3
31,3,1,2016,19,50,4,1,1,3,0,3
1,1,1,2016,5,50,1,1,5,6,0,2
20,6,1,2016,16,50,5,1,2,1,0,3
11,4,1,2016,17,50,1,2,2,1,0,3
1,1,1,2017,4,50,4,1,1,1,0,2
26,5,1,2019,6,50,1,2,5,6,0,3
16,2,1,2017,21,50,6,1,9,1,0,2
10,3,1,2017,19,50,6,2,9,1,0,2
25,4,1,2017,6,50,1,1,2,1,0,3
26,5,1,2017,12,50,5,1,9,1,0,3
3,3,1,2017,8,50,2,2,5,2,0,1
14,7,1,2017,6,50,1,2,2,1,0,2
4,4,1,2017,11,50,1,2,5,2,0,2
15,1,1,2017,18,50,4,1,2,1,0,3
12,5,1,2013,10,49,1,2,1,5,4973,2
15,1,1,2013,13,49,1,1,2,1,60,2
15,1,1,2013,11,49,1,1,1,4,6923,2
5,5,1,2013,2,49,3,2,1,1,12013,3
5,5,1,2013,6,49,6,1,2,1,5354,3
17,3,1,2018,17,49,6,2,9,1,11159,2
16,2,1,2014,17,49,5,1,9,1,2604,3
1,1,1,2018,13,49,6,1,9,1,4194,3
1,1,1,2018,13,49,6,1,9,1,1258,3
31,3,1,2014,10,49,1,2,1,1,615,2
10,3,1,2018,16,49,1,1,2,1,16747,3
19,5,1,2014,6,49,1,2,5,1,10326,2
15,1,1,2018,3,49,2,1,5,1,6533,3
14,7,1,2015,16,49,6,2,9,1,525,2
18,4,1,2015,18,49,1,2,1,1,8976,2
6,6,1,2015,16,49,1,2,5,1,8273,2
10,3,1,2018,14,49,5,1,1,4,1348,2
21,7,1,2015,7,49,2,1,2,1,10141,3
2,2,1,2015,12,49,1,2,5,2,3509,3
21,7,1,2015,11,49,1,1,5,1,3454,1
10,3,1,2015,12,49,1,2,5,2,7442,2
25,4,1,2019,22,49,6,1,1,4,0,2
30,2,1,2016,19,49,6,2,9,1,0,3
16,2,1,2016,15,49,5,2,9,1,0,2
9,2,1,2019,17,49,3,2,1,4,0,3
16,2,1,2016,19,49,5,1,9,1,0,3
21,7,1,2016,16,49,1,2,2,1,0,2
17,3,1,2017,19,49,1,1,1,1,0,2
5,5,1,2017,15,49,4,2,9,1,0,2
14,7,1,2017,15,49,6,2,2,1,0,2
21,7,1,2017,17,49,6,1,9,1,0,3
17,3,1,2017,9,49,1,1,1,4,0,2
5,5,1,2013,18,48,6,1,2,1,230,1
22,1,1,2013,1,48,1,1,5,2,300,1
1,1,1,2018,1,48,6,2,9,1,673,3
18,4,1,2013,15,48,3,1,7,5,1134,2
21,7,1,2013,21,48,3,2,1,1,271,2
15,1,1,2018,20,48,6,2,9,1,7480,3
18,4,1,2018,13,48,1,2,5,1,2222,3
20,6,1,2018,16,48,3,2,1,4,3692,3
23,2,1,2014,16,48,1,1,2,1,3692,3
16,2,1,2014,16,48,5,2,9,1,791,3
2,2,1,2018,22,48,6,1,2,1,6866,3
1,1,1,2018,13,48,6,1,9,1,2175,3
1,1,1,2018,13,48,6,1,9,1,6011,3
1,1,1,2018,13,48,6,1,9,1,1,3
1,1,1,2018,13,48,6,1,9,1,720,3
1,1,1,2018,13,48,6,1,9,1,13216,3
1,1,1,2018,13,48,6,1,9,1,13474,3
1,1,1,2018,13,48,6,1,9,1,1,3
21,7,1,2014,21,48,5,1,9,1,9800,2
28,7,1,2015,17,48,1,1,2,1,425,3
28,7,1,2014,18,48,1,1,1,1,3501,2
25,4,1,2018,3,48,5,2,5,1,3775,3
31,3,1,2015,22,48,6,1,9,1,2896,3
12,5,1,2015,13,48,6,2,1,1,3812,3
21,7,1,2015,14,48,6,1,1,4,4681,2
13,6,1,2018,9,48,1,1,2,1,58,3
13,6,1,2015,18,48,1,2,5,2,2806,2
3,3,1,2019,12,48,1,1,6,1,338,2
9,2,1,2019,13,48,1,2,1,4,5775,2
9,2,1,2016,17,48,1,2,1,1,0,2
16,2,1,2016,15,48,5,1,1,1,0,2
7,7,1,2019,17,48,6,1,9,1,0,3
7,7,1,2019,17,48,6,2,9,1,0,3
20,6,1,2016,15,48,6,1,1,4,0,3
26,5,1,2019,18,48,6,1,9,1,0,3
10,3,1,2017,16,48,1,2,6,1,0,2
3,3,1,2017,15,48,1,1,5,2,0,2
13,6,1,2017,16,48,3,2,2,1,0,3
15,1,1,2017,5,48,4,2,1,1,0,2
3,3,1,2017,18,48,3,2,1,1,0,3
23,2,1,2017,17,48,3,1,1,4,0,2
8,1,1,2017,12,48,4,1,2,1,0,3
24,3,1,2017,4,48,1,1,2,1,0,3
11,4,1,2017,12,48,4,1,9,1,0,3
1,1,1,2018,2,48,5,1,2,1,0,3
11,4,1,2013,17,47,1,1,6,7,150,1
22,1,1,2013,23,47,2,1,1,4,1530,3
4,4,1,2018,15,47,6,2,9,1,20432,3
17,3,1,2018,11,47,6,1,9,1,6866,2
10,3,1,2013,20,47,4,1,2,1,7567,2
14,7,1,2014,20,47,6,1,9,1,13427,3
24,3,1,2014,17,47,5,2,9,1,3387,3
7,7,1,2014,14,47,1,2,1,3,1628,2
22,1,1,2014,13,47,1,2,1,1,4036,3
1,1,1,2018,13,47,6,1,9,1,2171,3
2,2,1,2015,17,47,5,1,1,4,4051,3
2,2,1,2015,3,47,1,2,5,1,8976,2
4,4,1,2015,6,47,1,1,6,3,1375,3
18,4,1,2015,20,47,5,2,1,4,3942,2
23,2,1,2019,7,47,1,1,5,6,5930,2
8,1,1,2019,16,47,1,2,3,2,2,3
25,4,1,2019,20,47,6,1,2,1,0,3
12,5,1,2016,17,47,5,1,9,1,0,2
2,2,1,2016,22,47,1,1,5,1,0,3
30,2,1,2016,9,47,2,1,1,4,0,3
3,3,1,2016,0,47,1,2,2,1,0,2
20,6,1,2017,13,47,1,2,2,3,0,3
28,7,1,2017,15,47,6,2,5,1,0,3
28,7,1,2017,16,47,3,1,5,1,0,2
17,3,1,2013,20,46,6,1,8,3,1002,1
20,6,1,2013,17,46,5,1,1,4,5205,2
15,1,1,2018,17,46,6,1,9,1,1,3
17,3,1,2014,16,46,1,1,2,1,4681,3
30,2,1,2014,7,46,1,1,6,1,1190,3
16,2,1,2014,16,46,1,2,2,1,5747,2
9,2,1,2018,16,46,6,2,9,1,24067,3
10,3,1,2018,13,46,6,2,8,3,8942,2
17,3,1,2014,17,46,6,1,9,1,7963,3
20,6,1,2014,10,46,1,2,6,3,7,2
7,7,1,2014,13,46,3,1,1,1,6380,2
12,5,1,2014,17,46,6,1,9,1,6014,2
18,4,1,2018,16,46,6,2,9,1,4681,3
25,4,1,2018,13,46,5,1,1,1,12802,3
29,1,1,2018,14,46,5,1,9,1,8345,2
1,1,1,2018,13,46,6,2,9,1,3126,3
1,1,1,2018,13,46,6,2,9,1,8256,3
13,6,1,2014,18,46,1,2,2,1,24549,3
18,4,1,2018,10,46,1,2,4,1,6923,2
5,5,1,2018,8,46,1,1,2,1,1190,2
18,4,1,2014,18,46,5,2,1,4,3359,2
25,4,1,2014,17,46,6,2,9,1,3744,3
7,7,1,2015,19,46,6,2,9,1,930,2
1,1,1,2015,19,46,6,2,9,1,8327,2
20,6,1,2015,10,46,1,2,5,1,1258,3
23,2,1,2015,15,46,6,1,9,1,2175,3
18,4,1,2015,17,46,1,2,2,1,3567,3
5,5,1,2015,9,46,1,1,4,1,9628,3
30,2,1,2015,10,46,1,1,5,1,3556,3
21,7,1,2019,9,46,1,2,1,1,8246,2
9,2,1,2016,6,46,1,1,5,6,0,3
13,6,1,2019,18,46,5,1,9,1,0,3
20,6,1,2016,8,46,6,1,9,1,0,3
29,1,1,2016,15,46,3,2,1,4,0,3
30,2,1,2017,13,46,1,2,2,1,0,3
5,5,1,2017,2,46,5,2,1,1,0,2
10,3,1,2017,15,46,4,2,9,7,0,2
10,3,1,2017,16,46,6,1,9,1,0,2
23,2,1,2017,17,46,1,1,6,1,0,3
30,2,1,2017,17,46,1,1,5,2,0,3
22,1,1,2017,3,46,1,1,6,3,0,3
1,1,1,2017,20,46,3,2,2,1,0,3
5,5,1,2017,12,46,1,2,2,1,0,2
21,7,1,2017,14,46,6,2,1,4,0,2
25,4,1,2013,20,45,6,2,1,1,151,3
25,4,1,2013,11,45,4,2,5,1,197,1
11,4,1,2013,10,45,1,1,5,1,90,1
12,5,1,2013,11,45,1,1,5,1,1080,1
3,3,1,2013,18,45,1,2,5,1,96,1
25,4,1,2013,8,45,1,2,5,1,0,1
14,7,1,2013,18,45,1,1,5,1,2441,1
29,1,1,2013,14,45,1,1,1,3,2458,1
30,2,1,2013,20,45,1,1,7,8,7664,1
4,4,1,2013,7,45,1,1,5,1,557,1
7,7,1,2013,14,45,1,1,5,1,205,1
6,6,1,2013,14,45,3,1,5,2,75,1
17,3,1,2013,15,45,1,2,2,4,60,2
7,7,1,2013,9,45,1,1,5,2,140,1
20,6,1,2013,16,45,1,1,5,1,12404,1
9,2,1,2013,12,45,1,1,5,2,64,1
17,3,1,2013,13,45,1,1,5,1,1165,1
24,3,1,2013,7,45,2,2,5,2,1090,1
26,5,1,2017,16,45,6,2,1,4,2831,2
9,2,1,2013,13,45,1,1,5,1,1163,1
25,4,1,2013,22,45,1,1,5,7,117019,1
11,4,1,2013,17,45,1,1,5,1,1225,1
13,6,1,2013,9,45,1,1,5,1,7381,1
15,1,1,2013,18,45,6,1,1,1,16252,2
29,1,1,2013,5,45,1,1,5,7,1258,1
31,3,1,2013,9,45,1,1,5,1,4815,1
4,4,1,2013,10,45,1,1,5,2,1982,2
15,1,1,2013,9,45,2,1,7,8,689,1
10,3,1,2013,13,45,1,2,5,7,2624,1
3,3,1,2013,16,45,6,1,8,3,4815,1
3,3,1,2013,17,45,6,1,8,3,3503,1
14,7,1,2013,20,45,6,1,8,3,1840,1
16,2,1,2013,17,45,1,1,5,1,1593,1
18,4,1,2013,18,45,1,1,1,1,9539,1
4,4,1,2014,10,45,6,1,1,4,1815,3
18,4,1,2018,15,45,6,1,9,1,6,2
15,1,1,2014,15,45,5,1,1,3,7022,2
30,2,1,2014,14,45,5,1,1,1,2094,3
13,6,1,2015,23,45,1,1,2,1,12657,3
18,4,1,2015,13,45,5,1,2,2,1258,3
25,4,1,2015,18,45,6,2,9,1,5967,3
6,6,1,2018,0,45,1,1,5,2,4518,2
28,7,1,2018,16,45,2,1,1,1,9628,3
4,4,1,2015,20,45,6,1,9,1,4862,3
3,3,1,2015,7,45,1,1,5,1,3333,1
7,7,1,2015,6,45,1,1,5,2,6766,1
7,7,1,2015,22,45,1,1,5,1,8870,1
21,7,1,2015,16,45,1,1,5,2,2746,1
18,4,1,2015,3,45,6,1,8,3,5854,1
22,1,1,2018,0,45,1,1,2,1,10688,3
27,6,1,2016,12,45,1,2,5,2,2111,3
1,1,1,2016,10,45,1,1,5,1,13183,2
19,5,1,2016,8,45,1,1,6,6,0,2
4,4,1,2016,15,45,5,1,9,1,0,2
2,2,1,2019,19,45,6,2,9,1,0,3
31,3,1,2016,16,45,1,2,2,1,0,3
14,7,1,2016,14,45,1,2,2,1,0,2
18,4,1,2016,16,45,1,2,1,4,0,3
25,4,1,2016,6,45,2,2,5,6,0,3
29,1,1,2016,20,45,6,2,9,1,0,3
20,6,1,2016,9,45,1,1,5,1,0,3
27,6,1,2016,7,45,1,2,5,1,0,2
7,7,1,2017,10,45,1,1,2,1,0,3
10,3,1,2017,2,45,1,2,2,1,0,3
12,5,1,2017,23,45,1,1,1,3,0,2
16,2,1,2017,16,45,6,1,9,1,0,3
2,2,1,2017,17,45,6,1,2,1,0,3
14,7,1,2017,17,45,6,1,9,1,0,2
11,4,1,2017,12,45,2,1,2,1,0,3
12,5,1,2017,11,45,1,1,2,1,0,3
28,7,1,2018,10,45,1,1,4,1,0,3
24,3,1,2018,14,44,5,1,1,1,1627,2
26,5,1,2013,14,44,1,1,5,2,562,3
5,5,1,2013,6,44,1,1,1,2,425,2
11,4,1,2013,4,44,1,2,6,1,32,3
4,4,1,2013,17,44,1,1,5,1,3424,1
26,5,1,2013,14,44,5,2,1,4,7328,3
14,7,1,2013,16,44,5,1,1,4,250,3
21,7,1,2018,20,44,1,1,2,1,5032,2
7,7,1,2014,16,44,1,1,1,1,11925,2
22,1,1,2014,13,44,6,1,9,1,4362,3
4,4,1,2014,21,44,4,1,9,1,7879,3
10,3,1,2018,17,44,6,1,9,1,5854,3
15,1,1,2018,8,44,1,2,6,2,1,2
28,7,1,2018,16,44,6,1,1,4,4815,3
30,2,1,2018,22,44,5,1,1,1,7972,2
3,3,1,2015,14,44,6,1,9,1,200,2
27,6,1,2014,15,44,1,1,2,1,9148,2
31,3,1,2018,8,44,1,1,5,1,6488,2
5,5,1,2014,17,44,6,2,1,1,10502,2
18,4,1,2018,18,44,6,1,1,1,3501,3
13,6,1,2015,16,44,6,2,9,1,3556,3
9,2,1,2015,11,44,1,1,2,1,2524,3
9,2,1,2015,17,44,6,1,8,3,11847,2
1,1,1,2015,6,44,1,2,6,3,2916,3
3,3,1,2015,21,44,6,1,8,3,17517,1
25,4,1,2018,10,44,1,2,3,5,8246,3
30,2,1,2015,21,44,1,1,2,1,4051,2
6,6,1,2019,14,44,1,2,3,5,2182,2
7,7,1,2015,7,44,3,2,2,1,3954,2
17,3,1,2016,8,44,1,1,2,1,0,3
11,4,1,2019,15,44,6,1,8,3,0,2
25,4,1,2019,17,44,6,2,1,4,0,2
30,2,1,2016,11,44,6,2,9,1,0,3
5,5,1,2016,16,44,5,1,9,1,0,3
23,2,1,2016,13,44,6,2,1,1,0,3
23,2,1,2016,10,44,1,2,5,2,0,2
11,4,1,2017,10,44,1,2,6,7,0,2
26,5,1,2019,15,44,6,2,9,1,0,2
17,3,1,2017,2,44,1,1,1,4,0,2
14,7,1,2017,15,44,1,1,2,1,0,3
27,6,1,2017,1,44,1,1,5,1,0,2
12,5,1,2017,6,44,1,1,2,1,0,3
15,1,1,2017,17,44,5,1,2,1,0,3
22,1,1,2018,16,43,1,2,1,1,9276,3
